ibu_id,nama_ibu,tanggal_lahir,pendidikan,pekerjaan,alamat
I000346,Ibu_346,1988-05-02,SMA,Tidak Bekerja,"Desa_132, Jember"
I000347,Ibu_347,1983-01-27,D3,Pedagang,"Desa_9, Jember"
I000348,Ibu_348,2006-09-10,SMP,Tidak Bekerja,"Desa_155, Jember"
I000349,Ibu_349,1983-01-18,SD,Tidak Bekerja,"Desa_21, Jember"
I000350,Ibu_350,2010-04-15,Tidak Sekolah,Tidak Bekerja,"Desa_25, Jember"
I000351,Ibu_351,1990-07-20,SD,Karyawan,"Desa_87, Jember"
I000352,Ibu_352,1998-02-10,SMA,Petani,"Desa_67, Jember"
I000353,Ibu_353,1985-05-18,Tidak Sekolah,Pedagang,"Desa_188, Jember"
I000354,Ibu_354,2005-07-21,S1,Tidak Bekerja,"Desa_29, Jember"
I000355,Ibu_355,1991-01-16,SMP,Karyawan,"Desa_98, Jember"
I000356,Ibu_356,2005-12-20,D3,Petani,"Desa_131, Jember"
I000357,Ibu_357,2006-09-01,D3,Karyawan,"Desa_45, Jember"
I000358,Ibu_358,1981-10-13,D3,Petani,"Desa_76, Jember"
I000359,Ibu_359,2007-10-13,SMA,Tidak Bekerja,"Desa_156, Jember"
I000360,Ibu_360,1983-09-05,D3,Tidak Bekerja,"Desa_119, Jember"
I000361,Ibu_361,1998-10-21,S1,Petani,"Desa_117, Jember"
I000362,Ibu_362,2009-06-27,SD,Petani,"Desa_2, Jember"
I000363,Ibu_363,2006-03-07,S1,Pedagang,"Desa_194, Jember"
I000364,Ibu_364,2005-05-09,S1,Karyawan,"Desa_92, Jember"
I000365,Ibu_365,2003-06-14,SMP,IRT,"Desa_174, Jember"
I000366,Ibu_366,1994-03-11,SMP,Petani,"Desa_67, Jember"
I000367,Ibu_367,1991-09-12,SD,Pedagang,"Desa_171, Jember"
I000368,Ibu_368,1989-02-28,Tidak Sekolah,IRT,"Desa_147, Jember"
I000369,Ibu_369,2010-01-15,SD,Tidak Bekerja,"Desa_30, Jember"
I000370,Ibu_370,2012-02-16,Tidak Sekolah,Petani,"Desa_19, Jember"
I000371,Ibu_371,1994-02-03,SMP,Tidak Bekerja,"Desa_173, Jember"
I000372,Ibu_372,1990-09-15,S1,Tidak Bekerja,"Desa_173, Jember"
I000373,Ibu_373,1991-11-30,SD,Karyawan,"Desa_67, Jember"
I000374,Ibu_374,1997-10-02,D3,Karyawan,"Desa_9, Jember"
I000375,Ibu_375,1985-11-14,Tidak Sekolah,Petani,"Desa_110, Jember"
I000376,Ibu_376,2010-02-16,Tidak Sekolah,Tidak Bekerja,"Desa_96, Jember"
I000377,Ibu_377,2008-12-14,Tidak Sekolah,Tidak Bekerja,"Desa_165, Jember"
I000378,Ibu_378,1993-06-16,SD,Pedagang,"Desa_70, Jember"
I000379,Ibu_379,2000-07-05,D3,Karyawan,"Desa_127, Jember"
I000380,Ibu_380,1994-03-08,SMA,Pedagang,"Desa_102, Jember"
I000381,Ibu_381,1983-04-03,D3,Tidak Bekerja,"Desa_91, Jember"
I000382,Ibu_382,1980-06-01,S1,Pedagang,"Desa_25, Jember"
I000383,Ibu_383,2000-07-22,SD,Pedagang,"Desa_47, Jember"
I000384,Ibu_384,2007-11-12,SMP,Petani,"Desa_109, Jember"
I000385,Ibu_385,2005-04-03,S1,Karyawan,"Desa_124, Jember"
I000386,Ibu_386,1984-06-26,Tidak Sekolah,Petani,"Desa_176, Jember"
I000387,Ibu_387,1983-04-15,S1,Tidak Bekerja,"Desa_164, Jember"
I000388,Ibu_388,2004-02-12,SMP,Tidak Bekerja,"Desa_167, Jember"
I000389,Ibu_389,1989-07-24,SD,Petani,"Desa_185, Jember"
I000390,Ibu_390,2002-09-10,SD,Pedagang,"Desa_71, Jember"
I000391,Ibu_391,1991-11-24,SMA,Karyawan,"Desa_153, Jember"
I000392,Ibu_392,1985-12-10,SMP,Pedagang,"Desa_5, Jember"
I000393,Ibu_393,1995-08-28,Tidak Sekolah,Petani,"Desa_118, Jember"
I000394,Ibu_394,1983-02-01,S1,Petani,"Desa_92, Jember"
I000395,Ibu_395,1990-12-16,SMA,Tidak Bekerja,"Desa_58, Jember"
I000396,Ibu_396,1996-07-29,SD,IRT,"Desa_90, Jember"
I000397,Ibu_397,1992-10-13,S1,Tidak Bekerja,"Desa_26, Jember"
I000398,Ibu_398,1987-01-28,D3,Tidak Bekerja,"Desa_52, Jember"
I000399,Ibu_399,1999-08-28,D3,Karyawan,"Desa_132, Jember"
I000400,Ibu_400,2004-05-14,SMP,Karyawan,"Desa_64, Jember"
I000401,Ibu_401,2011-07-23,SMP,Karyawan,"Desa_67, Jember"
I000402,Ibu_402,1993-07-27,S1,Petani,"Desa_94, Jember"
I000403,Ibu_403,2007-06-09,SD,Petani,"Desa_106, Jember"
I000404,Ibu_404,2009-05-02,SMP,Karyawan,"Desa_43, Jember"
I000405,Ibu_405,2003-09-23,SD,Petani,"Desa_145, Jember"
I000406,Ibu_406,1980-05-08,D3,Pedagang,"Desa_56, Jember"
I000407,Ibu_407,2009-12-16,D3,Petani,"Desa_57, Jember"
I000408,Ibu_408,2004-11-16,SD,Petani,"Desa_78, Jember"
I000409,Ibu_409,1993-06-06,S1,Pedagang,"Desa_171, Jember"
I000410,Ibu_410,2009-10-03,SD,IRT,"Desa_154, Jember"
I000411,Ibu_411,1984-08-24,SMA,Karyawan,"Desa_84, Jember"
I000412,Ibu_412,1986-01-09,D3,Petani,"Desa_109, Jember"
I000413,Ibu_413,1991-11-12,S1,IRT,"Desa_85, Jember"
I000414,Ibu_414,1985-03-06,SMA,IRT,"Desa_28, Jember"
I000415,Ibu_415,1984-10-19,D3,Karyawan,"Desa_86, Jember"
I000416,Ibu_416,2004-10-25,D3,Karyawan,"Desa_178, Jember"
I000417,Ibu_417,1986-12-21,D3,Petani,"Desa_137, Jember"
I000418,Ibu_418,1992-03-20,SD,Petani,"Desa_40, Jember"
I000419,Ibu_419,1992-08-21,D3,Pedagang,"Desa_40, Jember"
I000420,Ibu_420,2007-02-17,SMP,IRT,"Desa_181, Jember"
I000421,Ibu_421,1989-06-12,Tidak Sekolah,IRT,"Desa_55, Jember"
I000422,Ibu_422,2012-03-10,D3,Pedagang,"Desa_14, Jember"
I000423,Ibu_423,1995-05-19,SMP,Petani,"Desa_153, Jember"
I000424,Ibu_424,1989-02-17,SD,IRT,"Desa_77, Jember"
I000425,Ibu_425,2010-11-02,S1,Pedagang,"Desa_125, Jember"
I000426,Ibu_426,2008-06-13,S1,Karyawan,"Desa_103, Jember"
I000427,Ibu_427,1991-11-04,D3,Petani,"Desa_10, Jember"
I000428,Ibu_428,2002-09-02,SMA,Pedagang,"Desa_88, Jember"
I000429,Ibu_429,2001-11-30,SMA,Pedagang,"Desa_146, Jember"
I000430,Ibu_430,1991-04-07,SD,Petani,"Desa_110, Jember"
I000431,Ibu_431,1982-04-12,SMA,Karyawan,"Desa_115, Jember"
I000432,Ibu_432,1984-02-21,S1,Petani,"Desa_105, Jember"
I000433,Ibu_433,2008-06-14,SMA,Karyawan,"Desa_190, Jember"
I000434,Ibu_434,1998-12-31,SMA,Petani,"Desa_94, Jember"
I000435,Ibu_435,1992-05-30,SMA,Tidak Bekerja,"Desa_172, Jember"
I000436,Ibu_436,1981-12-23,Tidak Sekolah,Tidak Bekerja,"Desa_196, Jember"
I000437,Ibu_437,1980-02-28,SD,Karyawan,"Desa_111, Jember"
I000438,Ibu_438,1994-12-17,D3,Petani,"Desa_22, Jember"
I000439,Ibu_439,1985-11-13,D3,Petani,"Desa_43, Jember"
I000440,Ibu_440,2008-07-30,D3,Petani,"Desa_70, Jember"
I000441,Ibu_441,1991-10-01,SMP,Pedagang,"Desa_145, Jember"
I000442,Ibu_442,1987-04-01,Tidak Sekolah,Karyawan,"Desa_141, Jember"
I000443,Ibu_443,1999-10-27,SMA,IRT,"Desa_175, Jember"
I000444,Ibu_444,2004-09-29,S1,Pedagang,"Desa_56, Jember"
I000445,Ibu_445,2011-08-27,SMP,Pedagang,"Desa_59, Jember"
I000446,Ibu_446,1999-03-09,Tidak Sekolah,Pedagang,"Desa_199, Jember"
I000447,Ibu_447,2005-02-27,SMP,Pedagang,"Desa_77, Jember"
I000448,Ibu_448,1980-06-07,S1,Pedagang,"Desa_67, Jember"
I000449,Ibu_449,1985-01-06,D3,IRT,"Desa_25, Jember"
I000450,Ibu_450,1983-05-17,SMA,Pedagang,"Desa_80, Jember"
I000451,Ibu_451,2010-12-30,SD,Petani,"Desa_98, Jember"
I000452,Ibu_452,1986-09-08,SMA,Pedagang,"Desa_125, Jember"
I000453,Ibu_453,2004-06-21,Tidak Sekolah,Pedagang,"Desa_149, Jember"
I000454,Ibu_454,1981-08-13,S1,Petani,"Desa_99, Jember"
I000455,Ibu_455,1996-07-24,D3,IRT,"Desa_149, Jember"
I000456,Ibu_456,2006-02-16,SMP,IRT,"Desa_188, Jember"
I000457,Ibu_457,2004-10-13,D3,IRT,"Desa_190, Jember"
I000458,Ibu_458,1986-08-23,SMP,Karyawan,"Desa_199, Jember"
I000459,Ibu_459,1999-04-12,SMP,Pedagang,"Desa_53, Jember"
I000460,Ibu_460,1985-09-19,SMP,Pedagang,"Desa_131, Jember"
I000461,Ibu_461,1981-11-16,D3,Tidak Bekerja,"Desa_151, Jember"
I000462,Ibu_462,1993-10-29,SMP,Pedagang,"Desa_39, Jember"
I000463,Ibu_463,1996-05-10,D3,Pedagang,"Desa_96, Jember"
I000464,Ibu_464,1981-10-15,SD,Tidak Bekerja,"Desa_173, Jember"
I000465,Ibu_465,1996-01-19,SD,Pedagang,"Desa_43, Jember"
I000466,Ibu_466,1989-06-03,SMA,Karyawan,"Desa_158, Jember"
I000467,Ibu_467,2010-08-05,SMP,Pedagang,"Desa_26, Jember"
I000468,Ibu_468,1991-03-12,SMA,Petani,"Desa_74, Jember"
I000469,Ibu_469,2009-12-01,SMP,IRT,"Desa_165, Jember"
I000470,Ibu_470,1984-08-11,D3,Tidak Bekerja,"Desa_153, Jember"
I000471,Ibu_471,1995-11-12,Tidak Sekolah,Tidak Bekerja,"Desa_58, Jember"
I000472,Ibu_472,2005-02-11,SMP,Pedagang,"Desa_122, Jember"
I000473,Ibu_473,1998-03-25,Tidak Sekolah,Petani,"Desa_55, Jember"
I000474,Ibu_474,2007-11-03,SMA,Pedagang,"Desa_193, Jember"
I000475,Ibu_475,1986-12-07,Tidak Sekolah,Karyawan,"Desa_87, Jember"
I000476,Ibu_476,1990-08-14,S1,Petani,"Desa_164, Jember"
I000477,Ibu_477,1987-04-16,Tidak Sekolah,Tidak Bekerja,"Desa_167, Jember"
I000478,Ibu_478,1987-12-10,SMA,IRT,"Desa_169, Jember"
I000479,Ibu_479,1998-06-30,SMA,Pedagang,"Desa_41, Jember"
I000480,Ibu_480,1981-02-10,Tidak Sekolah,IRT,"Desa_157, Jember"
I000481,Ibu_481,1988-01-17,SMP,Petani,"Desa_13, Jember"
I000482,Ibu_482,1994-11-25,SD,Tidak Bekerja,"Desa_133, Jember"
I000483,Ibu_483,1998-06-20,Tidak Sekolah,IRT,"Desa_58, Jember"
I000484,Ibu_484,2010-01-18,S1,IRT,"Desa_22, Jember"
I000485,Ibu_485,1991-02-17,S1,Karyawan,"Desa_195, Jember"
I000486,Ibu_486,1991-12-20,Tidak Sekolah,Pedagang,"Desa_188, Jember"
I000487,Ibu_487,1987-02-21,SD,Karyawan,"Desa_21, Jember"
I000488,Ibu_488,2011-06-16,S1,Tidak Bekerja,"Desa_180, Jember"
I000489,Ibu_489,1984-11-06,Tidak Sekolah,Petani,"Desa_101, Jember"
I000490,Ibu_490,1997-02-27,D3,Pedagang,"Desa_177, Jember"
I000491,Ibu_491,1981-09-26,S1,Karyawan,"Desa_169, Jember"
I000492,Ibu_492,2001-02-10,Tidak Sekolah,Pedagang,"Desa_132, Jember"
I000493,Ibu_493,1989-12-23,S1,Petani,"Desa_108, Jember"
I000494,Ibu_494,1988-12-13,SD,Tidak Bekerja,"Desa_115, Jember"
I000495,Ibu_495,2000-08-24,Tidak Sekolah,Tidak Bekerja,"Desa_177, Jember"
I000496,Ibu_496,1995-09-07,S1,Tidak Bekerja,"Desa_68, Jember"
I000497,Ibu_497,1993-09-09,D3,Karyawan,"Desa_68, Jember"
I000498,Ibu_498,1990-03-17,SMP,Petani,"Desa_200, Jember"
I000499,Ibu_499,1989-12-31,Tidak Sekolah,Pedagang,"Desa_115, Jember"
I000500,Ibu_500,1981-01-22,SMP,Karyawan,"Desa_135, Jember"
I000501,Ibu_501,2009-08-09,Tidak Sekolah,Petani,"Desa_112, Jember"
I000502,Ibu_502,1988-08-30,SMA,Pedagang,"Desa_135, Jember"
I000503,Ibu_503,1997-11-15,Tidak Sekolah,Petani,"Desa_116, Jember"
I000504,Ibu_504,1994-09-22,SD,Tidak Bekerja,"Desa_52, Jember"
I000505,Ibu_505,1992-06-30,Tidak Sekolah,Tidak Bekerja,"Desa_34, Jember"
I000506,Ibu_506,1983-02-11,S1,Tidak Bekerja,"Desa_1, Jember"
I000507,Ibu_507,1992-07-09,S1,Karyawan,"Desa_118, Jember"
I000508,Ibu_508,1995-10-02,Tidak Sekolah,Pedagang,"Desa_17, Jember"
I000509,Ibu_509,2008-10-10,D3,Tidak Bekerja,"Desa_137, Jember"
I000510,Ibu_510,2002-11-07,SMA,IRT,"Desa_23, Jember"
I000511,Ibu_511,1997-12-05,SMP,Pedagang,"Desa_25, Jember"
I000512,Ibu_512,2010-06-25,SMP,Petani,"Desa_104, Jember"
I000513,Ibu_513,2004-01-20,S1,IRT,"Desa_158, Jember"
I000514,Ibu_514,1994-11-08,SMA,IRT,"Desa_65, Jember"
I000515,Ibu_515,1981-03-28,SMP,Karyawan,"Desa_65, Jember"
I000516,Ibu_516,1985-03-04,SMP,Pedagang,"Desa_30, Jember"
I000517,Ibu_517,1991-09-19,Tidak Sekolah,IRT,"Desa_170, Jember"
I000518,Ibu_518,1988-01-04,SMA,Pedagang,"Desa_141, Jember"
I000519,Ibu_519,2006-01-16,D3,Pedagang,"Desa_37, Jember"
I000520,Ibu_520,1991-11-28,SMP,IRT,"Desa_101, Jember"
I000521,Ibu_521,1981-09-18,SMA,Tidak Bekerja,"Desa_193, Jember"
I000522,Ibu_522,1984-11-11,Tidak Sekolah,Petani,"Desa_155, Jember"
I000523,Ibu_523,2006-10-05,SD,Pedagang,"Desa_128, Jember"
I000524,Ibu_524,1999-06-29,SMA,Karyawan,"Desa_172, Jember"
I000525,Ibu_525,1995-07-04,S1,Tidak Bekerja,"Desa_22, Jember"
I000526,Ibu_526,2012-09-05,SMP,Petani,"Desa_130, Jember"
I000527,Ibu_527,1994-01-26,SMP,Petani,"Desa_184, Jember"
I000528,Ibu_528,1999-07-29,SMP,IRT,"Desa_196, Jember"
I000529,Ibu_529,2007-03-12,SMA,Pedagang,"Desa_120, Jember"
I000530,Ibu_530,2002-12-10,SMP,Karyawan,"Desa_176, Jember"
I000531,Ibu_531,1985-03-09,SD,Tidak Bekerja,"Desa_15, Jember"
I000532,Ibu_532,1997-04-12,Tidak Sekolah,Petani,"Desa_183, Jember"
I000533,Ibu_533,2005-11-11,SMP,Pedagang,"Desa_30, Jember"
I000534,Ibu_534,1988-07-11,SD,Pedagang,"Desa_88, Jember"
I000535,Ibu_535,1991-06-05,SD,Petani,"Desa_59, Jember"
I000536,Ibu_536,1981-12-28,Tidak Sekolah,IRT,"Desa_185, Jember"
I000537,Ibu_537,2011-10-17,SMA,IRT,"Desa_147, Jember"
I000538,Ibu_538,1999-07-24,Tidak Sekolah,Tidak Bekerja,"Desa_143, Jember"
I000539,Ibu_539,1980-01-28,S1,IRT,"Desa_173, Jember"
I000540,Ibu_540,2003-04-28,D3,Petani,"Desa_119, Jember"
I000541,Ibu_541,2004-02-25,D3,Pedagang,"Desa_69, Jember"
I000542,Ibu_542,2010-10-23,SD,Karyawan,"Desa_6, Jember"
I000543,Ibu_543,2012-04-09,SMA,Pedagang,"Desa_90, Jember"
I000544,Ibu_544,2010-01-30,Tidak Sekolah,Petani,"Desa_193, Jember"
I000545,Ibu_545,1988-11-02,SMA,Karyawan,"Desa_70, Jember"
I000546,Ibu_546,1996-05-03,SMA,Tidak Bekerja,"Desa_20, Jember"
I000547,Ibu_547,1999-05-07,D3,Karyawan,"Desa_148, Jember"
I000548,Ibu_548,1983-02-20,Tidak Sekolah,Petani,"Desa_17, Jember"
I000549,Ibu_549,2009-10-17,D3,Pedagang,"Desa_150, Jember"
I000550,Ibu_550,1994-10-23,Tidak Sekolah,Petani,"Desa_196, Jember"
I000551,Ibu_551,2007-12-14,S1,IRT,"Desa_150, Jember"
I000552,Ibu_552,1994-01-30,Tidak Sekolah,IRT,"Desa_150, Jember"
I000553,Ibu_553,2009-10-03,SMA,Pedagang,"Desa_77, Jember"
I000554,Ibu_554,1985-08-03,D3,Karyawan,"Desa_184, Jember"
I000555,Ibu_555,2012-04-14,SMA,IRT,"Desa_179, Jember"
I000556,Ibu_556,1993-06-21,D3,Karyawan,"Desa_155, Jember"
I000557,Ibu_557,2002-09-30,D3,Karyawan,"Desa_137, Jember"
I000558,Ibu_558,1993-11-15,S1,Tidak Bekerja,"Desa_163, Jember"
I000559,Ibu_559,2009-11-30,Tidak Sekolah,Karyawan,"Desa_82, Jember"
I000560,Ibu_560,1998-04-27,Tidak Sekolah,IRT,"Desa_169, Jember"
I000561,Ibu_561,1994-08-19,SMA,IRT,"Desa_32, Jember"
I000562,Ibu_562,1998-01-18,Tidak Sekolah,Karyawan,"Desa_32, Jember"
I000563,Ibu_563,2011-04-11,Tidak Sekolah,Tidak Bekerja,"Desa_124, Jember"
I000564,Ibu_564,1993-04-06,SMA,Karyawan,"Desa_74, Jember"
I000565,Ibu_565,2004-11-13,SMP,Petani,"Desa_44, Jember"
I000566,Ibu_566,1985-09-16,SMA,Karyawan,"Desa_100, Jember"
I000567,Ibu_567,1988-08-09,SMP,Pedagang,"Desa_21, Jember"
I000568,Ibu_568,1998-11-10,D3,Tidak Bekerja,"Desa_80, Jember"
I000569,Ibu_569,2009-10-29,SMA,IRT,"Desa_34, Jember"
I000570,Ibu_570,1997-01-02,S1,Petani,"Desa_37, Jember"
I000571,Ibu_571,2010-05-20,D3,IRT,"Desa_114, Jember"
I000572,Ibu_572,1987-10-22,SMA,Tidak Bekerja,"Desa_80, Jember"
I000573,Ibu_573,2007-08-11,D3,Karyawan,"Desa_8, Jember"
I000574,Ibu_574,2005-07-12,D3,Tidak Bekerja,"Desa_76, Jember"
I000575,Ibu_575,1993-07-01,Tidak Sekolah,IRT,"Desa_92, Jember"
I000576,Ibu_576,1998-03-20,S1,Karyawan,"Desa_21, Jember"
I000577,Ibu_577,2004-07-30,S1,Pedagang,"Desa_43, Jember"
I000578,Ibu_578,1980-01-07,D3,IRT,"Desa_43, Jember"
I000579,Ibu_579,1993-08-18,SD,Karyawan,"Desa_135, Jember"
I000580,Ibu_580,1992-11-13,D3,IRT,"Desa_175, Jember"
I000581,Ibu_581,1989-06-05,SMP,Pedagang,"Desa_85, Jember"
I000582,Ibu_582,1999-04-14,SMA,Karyawan,"Desa_129, Jember"
I000583,Ibu_583,2006-01-06,SMP,IRT,"Desa_145, Jember"
I000584,Ibu_584,2007-03-19,SD,Pedagang,"Desa_165, Jember"
I000585,Ibu_585,2009-05-14,SMP,Tidak Bekerja,"Desa_199, Jember"
I000586,Ibu_586,1994-06-15,SMA,IRT,"Desa_56, Jember"
I000587,Ibu_587,2000-11-09,SMA,IRT,"Desa_167, Jember"
I000588,Ibu_588,1999-10-26,SMA,IRT,"Desa_118, Jember"
I000589,Ibu_589,1999-11-01,SD,Petani,"Desa_8, Jember"
I000590,Ibu_590,2010-04-22,S1,Pedagang,"Desa_144, Jember"
I000591,Ibu_591,1989-08-02,Tidak Sekolah,IRT,"Desa_30, Jember"
I000592,Ibu_592,2002-12-06,SD,Petani,"Desa_13, Jember"
I000593,Ibu_593,2001-03-23,S1,Petani,"Desa_191, Jember"
I000594,Ibu_594,1987-08-12,SMA,IRT,"Desa_61, Jember"
I000595,Ibu_595,2009-07-21,S1,Karyawan,"Desa_89, Jember"
I000596,Ibu_596,1983-10-21,SMA,IRT,"Desa_116, Jember"
I000597,Ibu_597,1992-09-23,S1,IRT,"Desa_175, Jember"
I000598,Ibu_598,2003-02-14,SD,Pedagang,"Desa_71, Jember"
I000599,Ibu_599,2009-10-11,SMA,IRT,"Desa_58, Jember"
I000600,Ibu_600,2008-05-23,SMP,Petani,"Desa_23, Jember"
I000601,Ibu_601,2007-10-11,D3,Karyawan,"Desa_143, Jember"
I000602,Ibu_602,1995-01-13,S1,Petani,"Desa_146, Jember"
I000603,Ibu_603,1984-03-10,SMP,Tidak Bekerja,"Desa_30, Jember"
I000604,Ibu_604,1990-07-15,SMA,Tidak Bekerja,"Desa_10, Jember"
I000605,Ibu_605,2010-03-07,SMA,Tidak Bekerja,"Desa_8, Jember"
I000606,Ibu_606,1993-12-03,S1,Karyawan,"Desa_80, Jember"
I000607,Ibu_607,1990-01-28,D3,Tidak Bekerja,"Desa_166, Jember"
I000608,Ibu_608,1988-12-06,D3,Petani,"Desa_150, Jember"
I000609,Ibu_609,1986-08-11,SMA,Petani,"Desa_46, Jember"
I000610,Ibu_610,1981-02-04,D3,IRT,"Desa_66, Jember"
I000611,Ibu_611,1982-01-27,SMP,Petani,"Desa_103, Jember"
I000612,Ibu_612,1990-12-25,SD,IRT,"Desa_10, Jember"
I000613,Ibu_613,2001-04-24,SMP,Tidak Bekerja,"Desa_195, Jember"
I000614,Ibu_614,2007-06-03,SD,Karyawan,"Desa_31, Jember"
I000615,Ibu_615,1983-04-08,D3,IRT,"Desa_39, Jember"
I000616,Ibu_616,2000-06-05,SMA,Pedagang,"Desa_139, Jember"
I000617,Ibu_617,1998-08-04,SMP,Tidak Bekerja,"Desa_161, Jember"
I000618,Ibu_618,2008-04-01,SMP,Tidak Bekerja,"Desa_92, Jember"
I000619,Ibu_619,2005-10-27,SMA,Pedagang,"Desa_67, Jember"
I000620,Ibu_620,1988-09-20,Tidak Sekolah,Petani,"Desa_171, Jember"
I000621,Ibu_621,2012-03-22,S1,Pedagang,"Desa_168, Jember"
I000622,Ibu_622,2011-03-28,SD,IRT,"Desa_146, Jember"
I000623,Ibu_623,1997-03-23,SMA,Karyawan,"Desa_148, Jember"
I000624,Ibu_624,2002-03-05,SMP,Tidak Bekerja,"Desa_186, Jember"
I000625,Ibu_625,1997-12-04,D3,Karyawan,"Desa_164, Jember"
I000626,Ibu_626,1990-12-11,SD,Karyawan,"Desa_118, Jember"
I000627,Ibu_627,1986-08-14,SMA,Tidak Bekerja,"Desa_46, Jember"
I000628,Ibu_628,2009-06-05,SD,Tidak Bekerja,"Desa_103, Jember"
I000629,Ibu_629,2010-11-05,Tidak Sekolah,Karyawan,"Desa_199, Jember"
I000630,Ibu_630,1980-03-31,SMA,Tidak Bekerja,"Desa_59, Jember"
I000631,Ibu_631,1984-10-12,Tidak Sekolah,Pedagang,"Desa_26, Jember"
I000632,Ibu_632,1999-01-26,S1,Petani,"Desa_167, Jember"
I000633,Ibu_633,1989-10-25,S1,IRT,"Desa_86, Jember"
I000634,Ibu_634,1987-11-21,SMP,IRT,"Desa_14, Jember"
I000635,Ibu_635,2011-03-20,SMP,IRT,"Desa_132, Jember"
I000636,Ibu_636,2003-03-27,SMP,Pedagang,"Desa_19, Jember"
I000637,Ibu_637,2000-11-02,D3,IRT,"Desa_3, Jember"
I000638,Ibu_638,1982-04-02,SD,Pedagang,"Desa_142, Jember"
I000639,Ibu_639,2005-01-01,SMA,Pedagang,"Desa_112, Jember"
I000640,Ibu_640,1991-03-06,SMA,Petani,"Desa_112, Jember"
I000641,Ibu_641,1985-06-11,SMA,Pedagang,"Desa_114, Jember"
I000642,Ibu_642,2000-06-22,SMP,Karyawan,"Desa_14, Jember"
I000643,Ibu_643,1985-12-24,Tidak Sekolah,IRT,"Desa_69, Jember"
I000644,Ibu_644,2000-11-03,SD,Karyawan,"Desa_174, Jember"
I000645,Ibu_645,2009-12-11,D3,Petani,"Desa_199, Jember"
I000646,Ibu_646,2003-10-29,S1,Karyawan,"Desa_34, Jember"
I000647,Ibu_647,2005-01-26,D3,Petani,"Desa_189, Jember"
I000648,Ibu_648,2006-09-16,SMP,Petani,"Desa_149, Jember"
I000649,Ibu_649,1994-03-26,Tidak Sekolah,Tidak Bekerja,"Desa_92, Jember"
I000650,Ibu_650,1999-11-08,D3,Karyawan,"Desa_176, Jember"
I000651,Ibu_651,2007-06-25,SMP,IRT,"Desa_115, Jember"
I000652,Ibu_652,2012-04-06,SD,Pedagang,"Desa_154, Jember"
I000653,Ibu_653,2002-08-23,Tidak Sekolah,Tidak Bekerja,"Desa_5, Jember"
I000654,Ibu_654,1999-02-21,SD,Pedagang,"Desa_55, Jember"
I000655,Ibu_655,2004-07-29,SD,Petani,"Desa_83, Jember"
I000656,Ibu_656,2000-01-01,S1,Tidak Bekerja,"Desa_72, Jember"
I000657,Ibu_657,1987-02-20,Tidak Sekolah,Pedagang,"Desa_172, Jember"
I000658,Ibu_658,2001-04-17,Tidak Sekolah,Tidak Bekerja,"Desa_12, Jember"
I000659,Ibu_659,2000-03-09,Tidak Sekolah,Tidak Bekerja,"Desa_100, Jember"
I000660,Ibu_660,1991-08-17,SD,Pedagang,"Desa_70, Jember"
I000661,Ibu_661,1991-02-02,D3,Karyawan,"Desa_39, Jember"
I000662,Ibu_662,2008-08-08,S1,Pedagang,"Desa_191, Jember"
I000663,Ibu_663,1992-06-09,SMA,Karyawan,"Desa_168, Jember"
I000664,Ibu_664,2003-05-20,SMP,Karyawan,"Desa_136, Jember"
I000665,Ibu_665,2001-09-26,SMP,Petani,"Desa_41, Jember"
I000666,Ibu_666,2008-02-11,SD,Karyawan,"Desa_57, Jember"
I000667,Ibu_667,1990-09-24,SD,Tidak Bekerja,"Desa_93, Jember"
I000668,Ibu_668,1992-04-26,SMA,Tidak Bekerja,"Desa_146, Jember"
I000669,Ibu_669,1999-09-24,Tidak Sekolah,Petani,"Desa_129, Jember"
I000670,Ibu_670,1983-06-23,S1,Tidak Bekerja,"Desa_72, Jember"
I000671,Ibu_671,2012-01-03,D3,Petani,"Desa_137, Jember"
I000672,Ibu_672,1992-10-25,SD,IRT,"Desa_129, Jember"
I000673,Ibu_673,1990-07-08,S1,Pedagang,"Desa_125, Jember"
I000674,Ibu_674,1992-03-09,SMA,Pedagang,"Desa_102, Jember"
I000675,Ibu_675,1995-01-24,SMA,Karyawan,"Desa_160, Jember"
I000676,Ibu_676,1994-05-05,SMP,Karyawan,"Desa_170, Jember"
I000677,Ibu_677,2004-03-24,SMP,Tidak Bekerja,"Desa_21, Jember"
I000678,Ibu_678,1983-08-13,SMA,Karyawan,"Desa_138, Jember"
I000679,Ibu_679,1986-03-17,Tidak Sekolah,Tidak Bekerja,"Desa_184, Jember"
I000680,Ibu_680,1986-10-07,SMA,Tidak Bekerja,"Desa_108, Jember"
I000681,Ibu_681,1990-05-16,Tidak Sekolah,Petani,"Desa_73, Jember"
I000682,Ibu_682,1997-03-07,SMP,Karyawan,"Desa_196, Jember"
I000683,Ibu_683,2011-02-16,D3,Karyawan,"Desa_133, Jember"
I000684,Ibu_684,1986-11-08,S1,Karyawan,"Desa_178, Jember"
I000685,Ibu_685,2011-09-08,D3,IRT,"Desa_73, Jember"
I000686,Ibu_686,1989-08-06,SMA,Karyawan,"Desa_20, Jember"
I000687,Ibu_687,1982-11-18,SMA,Pedagang,"Desa_45, Jember"
I000688,Ibu_688,1998-08-11,Tidak Sekolah,IRT,"Desa_21, Jember"
I000689,Ibu_689,1998-04-14,Tidak Sekolah,IRT,"Desa_39, Jember"
